"Sample","NorovirusAvgConc","NorovirusDilution","PMMoVAvgConc","Date","City","SampleType","NVnormalizedPMMoV","datafile","sevendayavg_nvpmmov","fourteendayavg_nvpmmov","diff_7","subtract_7","diff_14","subtract_14","seven_trend_direction","fourteen_trend_direction","thirty_days_ago","organism"
"26AA211228I","0.201889485120773",100,"11.2372140884399",2021-12-28,"AA","INFLUENT",0.0179661509989796,"11.17.22_L_1100XNV_JGMA.xlsx",0.00433461294592292,0.00287412533472459,2.06628273551612,0.00292097522239665,,,"100% to 999%","None",,"Norovirus"
"26AA220105I","0.282960891723633",100,"16.0335025787354",2022-01-05,"AA","INFLUENT",0.0176481021744378,"11.17.22_L_1100XNV_JGMA.xlsx",0.00667680650616442,0.00400265355697657,4.02582119046064,0.00534830589837569,,,"100% to 999%","None",,"Norovirus"
"26AA220111I","0.323909193277359",100,"29.116527557373",2022-01-11,"AA","INFLUENT",0.0111245818251887,"11.17.22_L_1100XNV_JGMA.xlsx",0.00816850548711266,0.00465211254192962,6.19236113430856,0.00703278589036608,,,"100% to 999%","None",,"Norovirus"
"26AA220118I","0.232999071478844",100,"51.4510765075684",2022-01-18,"AA","INFLUENT",0.00452855581057803,"11.17.22_L_1100XNV_JGMA.xlsx",0.00876143097805606,0.00476584891177486,10.3745399134257,0.00799116413256241,,,"1000%+","None",,"Norovirus"
"26AA220125I","0.643362104892731",100,"38.916576385498",2022-01-25,"AA","INFLUENT",0.016531826914057,"11.17.22_L_1100XNV_JGMA.xlsx",0.0105274687949257,0.00589136300695806,7.38670245082741,0.0092722115759353,,,"100% to 999%","None",,"Norovirus"
"26AA220201I","0.083819568157196",100,"20.2259902954102",2022-02-01,"AA","INFLUENT",0.00414415150669864,"11.17.22_L_1100XNV_JGMA.xlsx",0.0108503718022742,0.00611278125984047,6.89008510960248,0.00947518108486752,,,"100% to 999%","None",,"Norovirus"
"26AA220208I","0.928676128387451",100,"34.0140953063965",2022-02-08,"AA","INFLUENT",0.0273026849611023,"11.17.22_L_1100XNV_JGMA.xlsx",0.0141780077415774,0.00803718891144047,6.47639286305971,0.0122816376602739,,,"100% to 999%","None",,"Norovirus"
"26AA220214I","1.30701673030853",100,"42.0891342163086",2022-02-14,"AA","INFLUENT",0.0310535427882974,"11.17.22_L_1100XNV_JGMA.xlsx",0.0160476351400514,0.0101911240429872,2.70220717287933,0.0117130221941285,,,"100% to 999%","None",,"Norovirus"
"26AA220222I","0.344141900539398",100,"10.0645952224731",2022-02-22,"AA","INFLUENT",0.0341933175584615,"11.17.22_L_1100XNV_JGMA.xlsx",0.0184112373377691,0.0125440219219667,1.75749152244726,0.0117344308316047,,,"100% to 999%","None",,"Norovirus"
"26AA220302I","0.753379583358765",100,"61.8727416992188",2022-03-02,"AA","INFLUENT",0.0121762760574141,"11.17.22_L_1100XNV_JGMA.xlsx",0.0185614793709441,0.0133649924290284,1.27232256870346,0.0103929738838315,,,"100% to 999%","None",,"Norovirus"
"26AA220308I","0.295055478811264",100,"13.180811882019",2022-03-08,"AA","INFLUENT",0.022385227970196,"11.17.22_L_1100XNV_JGMA.xlsx",0.0211124325366038,0.01493693175733,1.40970140488262,0.0123510015585478,,,"100% to 999%","None",,"Norovirus"
"26AA220315I","0.885170221328735",100,"45.3545455932617",2022-03-15,"AA","INFLUENT",0.0195166815089918,"11.17.22_L_1100XNV_JGMA.xlsx",0.0215388403358802,0.016033154565403,1.04596572599313,0.0110113715409545,,,"100% to 999%","None",,"Norovirus"
"26AA220325I","0.44741228222847",100,"22.3993186950684",2022-03-25,"AA","INFLUENT",0.0199743701279172,"03.31.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0238003001389115,0.0173253359705928,1.19350088389809,0.0129499283366372,,,"100% to 999%","None",,"Norovirus"
"26AA220327I","0.529736459255219",100,"17.7805347442627",2022-03-27,"AA","INFLUENT",0.0297930555449774,"03.31.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0241560673651793,0.0191670375533784,0.703770219728469,0.00997805962360188,,,"10% to 99%","None",,"Norovirus"
"26AA220328I","0.947734892368317",100,"31.4179363250732",2022-03-28,"AA","INFLUENT",0.0301654087831342,"03.31.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0240291910787274,0.0200384131093894,0.497366488521153,0.00798155593867603,5.97200392317253,0.0171642877746648,"10% to 99%","100% to 999%",,"Norovirus"
"26AA220329I","0.614551246166229",100,"30.8799152374268",2022-03-29,"AA","INFLUENT",0.0199013255522602,"04.05.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0219874779349844,0.0201993576363767,0.19424227343368,0.00357624059721532,4.04649162083227,0.0161967040794002,"10% to 99%","100% to 999%",,"Norovirus"
"26AA220330I","1.08572232723236",100,"30.55344581604",2022-03-30,"AA","INFLUENT",0.0355351842724847,"04.05.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0253244648228516,0.0219429720968979,0.364355950124007,0.0067629854519075,3.71677585164273,0.0172908595549683,"10% to 99%","100% to 999%",,"Norovirus"
"26AA220331I","1.58150780200958",100,"51.648853302002",2022-03-31,"AA","INFLUENT",0.0306203855632993,"04.05.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0265009159075807,0.0238066742220923,0.255227973452823,0.00538848337097684,3.9952641518437,0.0190408253103174,"10% to 99%","100% to 999%",,"Norovirus"
"26AA220401I","0.705405235290527",100,"37.7676429748535",2022-04-01,"AA","INFLUENT",0.0186775022142685,"04.07.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0263810331511916,0.0239599367435359,0.2248121412203,0.0048421928153114,3.06695983853614,0.0180685737365779,"10% to 99%","100% to 999%",,"Norovirus"
"26AA220402I","1.25459980964661",100,"79.9985198974609",2022-04-02,"AA","INFLUENT",0.0156827877722576,"04.07.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.025767949957526,0.0247841250482187,0.0826733195434618,0.00196764981861453,3.05447602240319,0.0186713437883782,"-9% to 9%","100% to 999%",,"Norovirus"
"26AA220403I","0.627294838428497",100,"27.3017444610596",2022-04-03,"AA","INFLUENT",0.0229763647272872,"04.07.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0247941369835702,0.0244751021743748,0.026414465928783,0.000638069618390916,2.04523166545655,0.0164379132629343,"-9% to 9%","100% to 999%",,"Norovirus"
"26AA220404I","0.276673883199692",100,"20.7382946014404",2022-04-04,"AA","INFLUENT",0.0133412071010157,"04.07.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0223906796004104,0.0232099353395689,-0.0681883744212905,-0.001638511478317,1.27746568893354,0.0130188112965818,"-9% to 9%","100% to 999%",,"Norovirus"
"26AA220405I","1.54321324825287",100,"50.8940773010254",2022-04-05,"AA","INFLUENT",0.0303220596598138,"04.12.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0238793559014895,0.022933416918237,0.0860434276318232,0.00189187796650514,0.828234760820738,0.0103893949962702,"-9% to 9%","10% to 99%",0.0265009159075807,"Norovirus"
"26AA220406I","1.50196313858032",100,"41.854850769043",2022-04-06,"AA","INFLUENT",0.0358850434533437,"04.12.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0239293357844694,0.0246269003036605,-0.0550901686626503,-0.00139512903838225,0.842642293621623,0.0112619078746321,"-9% to 9%","10% to 99%",0.0265009159075807,"Norovirus"
"26AA220407I","2.26695466041565",100,"96.1166076660156",2022-04-07,"AA","INFLUENT",0.0235854626527481,"04.12.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0229243467972478,0.0247126313524142,-0.134960207519084,-0.00357656911033289,0.654465036990417,0.00977569959508428,"-10% to -99%","10% to 99%",0.0265009159075807,"Norovirus"
"26AA220408I","0.317737132310867",100,"13.6171655654907",2022-04-08,"AA","INFLUENT",0.0233335734065019,"04.14.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0235894998247097,0.0249852664879507,-0.105815921252343,-0.00279153332648194,0.558350004425513,0.00895211192254769,"-10% to -99%","10% to 99%",0.0265009159075807,"Norovirus"
"26AA220409I","0.426976829767227",100,"22.0628356933594",2022-04-09,"AA","INFLUENT",0.0193527629766894,"04.14.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0241137819967714,0.0249408659771487,-0.0641947831892411,-0.0016541679607546,0.439560307487373,0.00761553000655584,"-9% to 9%","10% to 99%",0.0265009159075807,"Norovirus"
"26AA220410I","0.796432018280029",100,"24.6327075958252",2022-04-10,"AA","INFLUENT",0.0323322970153314,"04.14.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0254503437522063,0.0251222403678883,0.0264662072759728,0.000656206768636033,0.310700221561376,0.00595520281450988,"-9% to 9%","10% to 99%",0.0265009159075807,"Norovirus"
"26AA220411I","1.6751036643981934",100,"43.296089172363281",2022-04-11,"AA","INFLUENT",0.0386894912778276,"04.19.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0290715272060365,0.0257311034032235,0.298376276417427,0.0066808476056261,0.284088877834674,0.00569269029383407,"10% to 99%","10% to 99%",0.0290715272060365,"Norovirus"
"26AA220412I","1.3059476613998413",100,"38.062397003173828",2022-04-12,"AA","INFLUENT",0.0343107046382535,"04.19.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0296413336315279,0.0267603447665087,0.241295357957245,0.00576197773003838,0.324811672145277,0.00656098713013199,"10% to 99%","10% to 99%",0.0296413336315279,"Norovirus"
"26AA220413I","1.426522970199585",100,"31.368570327758789",2022-04-13,"AA","INFLUENT",0.0454761870016505,"04.19.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0310114969955718,0.0274704163900206,0.295961462319353,0.00708216121110238,0.251900438496393,0.00552744429312269,"10% to 99%","10% to 99%",0.0310114969955718,"Norovirus"
"26AA220414I","0.94193005561828613",100,"149.48406982421875",2022-04-14,"AA","INFLUENT",0.00630120692275719,"04.19.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0285423176055731,0.0257333322014104,0.245065687498662,0.00561797080832528,0.0809293209687497,0.00192665797931816,"10% to 99%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220415I","0.471660196781158",100,"367.074584960938",2022-04-15,"AA","INFLUENT",0.00128491651589377,"04.26.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0253925094783433,0.0244910046515265,0.076432720788128,0.00180300965363363,0.0221648293013066,0.000531067907990578,"-9% to 9%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220416I","0.635869026184082",100,"25.4971351623535",2022-04-16,"AA","INFLUENT",0.0249388420359846,"04.26.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0261905207725283,0.0251521513846499,0.0861224828206135,0.00207673877575696,0.0148492769349387,0.000368026336431151,"-9% to 9%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220417I","0.648271322250366",100,"27.5604629516602",2022-04-17,"AA","INFLUENT",0.023521786386078,"04.26.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0249318763969207,0.0251911100745635,-0.020371723082939,-0.000518467355285553,0.0292545418232561,0.000716007900188713,"-9% to 9%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220418I","0.745003819465637",100,"41.1477890014648",2022-04-18,"AA","INFLUENT",0.0181055613811745,"04.26.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0219913149831131,0.0255314210945748,-0.243544557282606,-0.00708021222292341,0.100021207342537,0.0023214857550059,"-10% to -99%","10% to 99%",0.0310114969955718,"Norovirus"
"26AA220419I","1.62204086780548",100,"63.0252113342285",2022-04-19,"AA","INFLUENT",0.0257363812586625,"04.26.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0207664116431716,0.0252038726373497,-0.299410347006673,-0.00887492198835635,0.0990020687805697,0.00227045571911278,"-10% to -99%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220420I","1.60709083080292",100,"49.8641662597656",2022-04-20,"AA","INFLUENT",0.032229373342589,"04.26.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0188740096918771,0.0249427533437244,-0.391386694600001,-0.0121374873036947,0.0128255296512876,0.000315853040063901,"-10% to -99%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220421I","0.302772849798203",100,"17.2654705047607",2022-04-21,"AA","INFLUENT",0.0175363219736593,"04.28.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0204790261277202,0.0245106718666466,-0.282503039496639,-0.00806329147785283,-0.00817231815129449,-0.000201959485767584,"-10% to -99%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220422I","0.202538564801216",100,"14.185715675354",2022-04-22,"AA","INFLUENT",0.0142776416387016,"04.28.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0223351297166928,0.0238638195975181,-0.120404789619479,-0.00305737976165056,-0.0448843277686648,-0.00112144689043261,"-10% to -99%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220423I","0.111781865358353",100,"8.50331878662109",2022-04-23,"AA","INFLUENT",0.0131456750197614,"04.28.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.020650391571518,0.0234204561720232,-0.211531845782213,-0.00554012920101031,-0.0609605859924239,-0.00152040980512549,"-10% to -99%","-9% to 9%",0.0310114969955718,"Norovirus"
"26AA220424I","0.395135879516602",100,"18.1026058197021",2022-04-24,"AA","INFLUENT",0.0218275691053578,"04.28.22_L_1100XNV_BCoV_PMMoV_SM.xlsx",0.0204083605314152,0.0226701184641679,-0.181435034952454,-0.00452351586550557,-0.097607612530237,-0.00245212190372032,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220425I","0.304385215044022",100,"29.2072067260742",2022-04-25,"AA","INFLUENT",0.0104215790951446,"05.03.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.019310648776268,0.0206509818796906,-0.121896585488569,-0.0026806662068451,-0.197431157301109,-0.00508012152353291,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220426I","0.473963677883148",100,"29.4571113586426",2022-04-26,"AA","INFLUENT",0.0160899577732726,"05.03.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0179325882783552,0.0193494999607634,-0.136461869942186,-0.00283382336481637,-0.276933831398922,-0.00741084480574535,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220427I","0.415897697210312",100,"36.1655654907227",2022-04-27,"AA","INFLUENT",0.0114998256370967,"05.03.22_L_1100XNV_BCoV_PMMoV_KF.xlsx",0.0149712243204277,0.0169226170061524,-0.206780935008686,-0.00390278537144935,-0.383969403088479,-0.0105477993838682,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220429I","7.11790084838867",1,"16.0854263305664",2022-04-29,"AA","INFLUENT",0.00442506197977659,"05.05.22_L_1XNV_PMMoV_SM.xlsx",0.0130981871784445,0.0167886066530823,-0.360409665149317,-0.00738083894927576,-0.347592977012041,-0.00894472554832807,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220430I","6.90084314346313",1,"10.5508117675781",2022-04-30,"AA","INFLUENT",0.00654058028470276,"05.05.22_L_1XNV_PMMoV_SM.xlsx",0.0119928926993018,0.0171640112079973,-0.463047994284154,-0.010342237017391,-0.299170799556095,-0.00732699344352924,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220501I","39.2516288757324",1,"16.6088619232178",2022-05-01,"AA","INFLUENT",0.0236329430982035,"05.10.22_L_1XNV_PMMoV.xlsx",0.0134910738533649,0.0170707327124415,-0.346691620512783,-0.0071593177181531,-0.32130128944518,-0.00808141867220838,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220502I","76.6909484863281",1,"32.2634162902832",2022-05-02,"AA","INFLUENT",0.0237702504273936,"05.05.22_L_1XNV_PMMoV_SM.xlsx",0.0137685997565129,0.017088480143964,-0.325345133171353,-0.00663976077490225,-0.321646402505344,-0.00810262993059947,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220503I","47.5687446594238",1,"45.0097427368164",2022-05-03,"AA","INFLUENT",0.0105685440011445,"05.10.22_L_1XNV_PMMoV.xlsx",0.0137895947430843,0.0165501217596762,-0.285907226481632,-0.00552105403318372,-0.351774360762359,-0.00898129933489867,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220504I","27.283748626709",1,"47.8768119812012",2022-05-04,"AA","INFLUENT",0.00569873963985362,"05.10.22_L_1XNV_PMMoV.xlsx",0.0123051350097387,0.015118861644047,-0.313811546959389,-0.00562745326861645,-0.400137357397916,-0.0100850109933028,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220505I","33.1402969360352",1,"34.2533988952637",2022-05-05,"AA","INFLUENT",0.00967503897565552,"05.10.22_L_1XNV_PMMoV.xlsx",0.0120444512009614,0.0135078377606946,-0.195493238016132,-0.00292677311946628,-0.458446404270235,-0.0114349155830298,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220506I","14.9001293182373",1,"25.6351470947266",2022-05-06,"AA","INFLUENT",0.00581238300025297,"05.12.22_L_1XNV_PMMoV_MA.xlsx",0.0122426399181723,0.0126704135483084,-0.0653179900864516,-0.000855547260272123,-0.483065432998191,-0.0118402583183382,"-9% to 9%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220507I","8.15403175354004",1,"22.4619274139404",2022-05-07,"AA","INFLUENT",0.0036301567551498,"05.12.22_L_1XNV_PMMoV_MA.xlsx",0.0118268651282362,0.011909878913769,-0.0138438302775143,-0.000166027571065574,-0.500923191901447,-0.0119539406837491,"-9% to 9%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220508I","36.5564918518066",1,"44.7234230041504",2022-05-08,"AA","INFLUENT",0.00817390293413233,"05.12.22_L_1XNV_PMMoV_MA.xlsx",0.00961843081908319,0.0115547523362241,-0.287052244793385,-0.00387264303428175,-0.50663845950077,-0.0118657038357991,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220509I","28.611198425293",1,"35.2345695495605",2022-05-09,"AA","INFLUENT",0.00812020660137448,"05.12.22_L_1XNV_PMMoV_MA.xlsx",0.00738271027250903,0.010575655014511,-0.463800938144286,-0.00638588948400387,-0.53349802599282,-0.012094463449657,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220510I","13.7544412612915",1,"22.2851371765137",2022-05-10,"AA","INFLUENT",0.00617202449881589,"05.17.22_L_1XNV_PMMoV.xlsx",0.00675463605789066,0.0102721154004875,-0.510164280840943,-0.00703495868519366,-0.502584648985155,-0.0103788664792031,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220511I","17.5357780456543",1,"31.8710193634033",2022-05-11,"AA","INFLUENT",0.00550210768149769,"05.17.22_L_1XNV_PMMoV.xlsx",0.00672654577812552,0.00951584039393214,-0.453354573289778,-0.00557858923161322,-0.508212593957042,-0.00983365956683124,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220512I","11.0138807296753",1,"22.4005184173584",2022-05-12,"AA","INFLUENT",0.00491679724748715,"05.19.22_L_1XNV_PMMoV_KF.xlsx",0.00604679695981576,0.0090456240803886,-0.497959943635034,-0.00599765424114568,-0.465471322957911,-0.00787699292576379,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220513I","15.1949214935303",1,"24.7475547790527",2022-05-13,"AA","INFLUENT",0.00613996882891712,"05.19.22_L_1XNV_PMMoV_KF.xlsx",0.00609359493533921,0.00916811742675578,-0.502264627885185,-0.00614904498283314,-0.453908378687726,-0.00762048922632657,"-10% to -99%","-10% to -99%",0.0310114969955718,"Norovirus"
"26AA220514I","17.7843170166016",1,"20.8787631988525",2022-05-14,"AA","INFLUENT",0.0085178977543933,"05.19.22_L_1XNV_PMMoV_KF.xlsx",0.00679184364951685,0.00930935438887653,-0.425727479270769,-0.00503502147871936,-0.45762361279868,-0.00785465681912074,"-10% to -99%","-10% to -99%",0.0285423176055731,"Norovirus"
"26AA220515I","20.967586517334",1,"28.2808704376221",2022-05-15,"AA","INFLUENT",0.00741405274762717,"05.19.22_L_1XNV_PMMoV_KF.xlsx",0.00668329362287325,0.00815086222097822,-0.305157592898267,-0.00293513719620993,-0.522524172905729,-0.00891987049146326,"-10% to -99%","-10% to -99%",0.0261905207725283,"Norovirus"
"26AA220516I","16.4994068145752",1,"30.3351058959961",2022-05-16,"AA","INFLUENT",0.00543904704705611,"05.24.22_L_1XNV_PMMoV_FC.xlsx",0.0063002708293992,0.00684149055095412,-0.146618166385386,-0.00108243944310983,-0.599643122541201,-0.0102469895930099,"-10% to -99%","-10% to -99%",0.0261905207725283,"Norovirus"
"26AA220517I","91.1576843261719",1,"42.9855842590332",2022-05-17,"AA","INFLUENT",0.0212065709696654,"05.24.22_L_1XNV_PMMoV_FC.xlsx",0.0084480631823777,0.00760134962013418,0.250705901838902,0.00169342712448705,-0.540707329498045,-0.00894877213954199,"10% to 99%","-10% to -99%",0.0249318763969207,"Norovirus"
"26AA220518I","11.7130880355835",1,"30.1294326782227",2022-05-18,"AA","INFLUENT",0.00388758997246225,"05.24.22_L_1XNV_PMMoV_FC.xlsx",0.00821741779537264,0.00747198178674908,0.221640061098726,0.00149087201724712,-0.505784101828119,-0.00764687985729789,"10% to 99%","-10% to -99%",0.0223351297166928,"Norovirus"
"26AA220519I","12.3179597854614",1,"37.0793571472168",2022-05-19,"AA","INFLUENT",0.00332205322129918,"05.24.22_L_1XNV_PMMoV_FC.xlsx",0.00798959722020293,0.00701819709000934,0.321294112122192,0.00194280026038717,-0.480435195155285,-0.00648964067068523,"10% to 99%","-10% to -99%",0.0223351297166928,"Norovirus"
"26AA220520I","4.96663761138916",1,"14.9376726150513",2022-05-20,"AA","INFLUENT",0.00332490725923713,"05.26.22_L_1XNV_PMMoV_SM.xlsx",0.0075874455673915,0.00684052025136535,0.245150957341922,0.00149385063205229,-0.460118627913403,-0.00582989329694305,"10% to 99%","-10% to -99%",0.0223351297166928,"Norovirus"
"26AA220521I","11.2818059921265",1,"29.3597030639648",2022-05-21,"AA","INFLUENT",0.00384261583557137,"05.26.22_L_1XNV_PMMoV_SM.xlsx",0.00691954815041694,0.0068556958999669,0.0188026267225947,0.000127704500900091,-0.424368967173878,-0.0050541830138021,"-9% to 9%","-10% to -99%",0.0223351297166928,"Norovirus"
"26AA220522I","15.6042261123657",1,"34.7257881164551",2022-05-22,"AA","INFLUENT",0.00449355564228981,"05.26.22_L_1XNV_PMMoV_SM.xlsx",0.00650233427822589,0.00659281395054957,-0.0270763720492602,-0.000180959344647364,-0.42942836343786,-0.00496193838567449,"-9% to 9%","-10% to -99%",0.0223351297166928,"Norovirus"
"26AA220523I","4.26904392242432",1,"19.9819316864014",2022-05-23,"AA","INFLUENT",0.00213645206550756,"05.26.22_L_1XNV_PMMoV_SM.xlsx",0.00603053499514752,0.00616540291227336,-0.0428133712908019,-0.000269735834251677,-0.41701928591527,-0.0044102521022376,"-9% to 9%","-10% to -99%",0.020650391571518,"Norovirus"
"26AA220524I","6.64713525772095",1,"13.3388786315918",2022-05-24,"AA","INFLUENT",0.00498327891070084,"05.31.22_L_1XNV_PMMoV_KF.xlsx",0.00371292184386688,0.00608049251312229,-0.560500227837799,-0.00473514133851083,-0.408058391474679,-0.0041916228873652,"-10% to -99%","-10% to -99%",0.0204083605314152,"Norovirus"
"26AA220525I","6.84664344787598",1,"13.3601970672607",2022-05-25,"AA","INFLUENT",0.00512465752818402,"05.31.22_L_1XNV_PMMoV_KF.xlsx",0.00388964578039856,0.0060535317878856,-0.526658388649914,-0.00432777201497408,-0.363846855633929,-0.00346230860604654,"-10% to -99%","-10% to -99%",0.019310648776268,"Norovirus"
"26AA220526I","5.06049013137817",1,"21.7100849151611",2022-05-26,"AA","INFLUENT",0.00233093981490796,"05.31.22_L_1XNV_PMMoV_KF.xlsx",0.0037480581509141,0.00586882768555851,-0.530882715659739,-0.00424153906928883,-0.351197039208997,-0.00317679639483008,"-10% to -99%","-10% to -99%",0.0179325882783552,"Norovirus"
"26AA220527I","6.9390811920166",1,"18.9671974182129",2022-05-27,"AA","INFLUENT",0.00365846415736332,"06.02.22_L_1XNV_PMMoV_FC.xlsx",0.00379570913636069,0.0056915773518761,-0.499738205348915,-0.00379173643103081,-0.379198903444879,-0.00347654007487968,"-10% to -99%","-10% to -99%",0.0149712243204277,"Norovirus"
"26AA220528I","3.78257012367249",1,"11.8151473999023",2022-05-28,"AA","INFLUENT",0.00320145826001609,"06.02.22_L_1XNV_PMMoV_FC.xlsx",0.00370411519699565,0.0053118316737063,-0.464688283616834,-0.00321543295342129,-0.429409231637669,-0.00399752271517023,"-10% to -99%","-10% to -99%",0.0137895947430843,"Norovirus"
